Medicine ID,Name,Company Name,MRP,PTR/SP,Offer,Category
259,CEFTUM 125MG TAB 4*5STRIP,GLAXOSMITHKLINE PHARMACEUTICALS LTD,665.5,427.82,No Offer Available,General
260,CEFTUM 250MG TAB 4X5STRIP,GLAXOSMITHKLINE PHARMACEUTICALS LTD,211.6,151.14,No Offer Available,General
261,CEFTUM 500MG TAB 4X5STRIP,GLAXOSMITHKLINE PHARMACEUTICALS LTD,230.41,168.58,No Offer Available,General
262,CELIN 500MG 25X20STRIP,KOYE PHARMACEUTICALS,41.44,31.08,8+1,General
263,CELIN CHEWABLE TAB 20X20STRIP,KOYE PHARMACEUTICALS,663,389.98,No Offer Available,General
264,CENTRUM MEN TAB 1X30 1*30,GLAXOSMITHKLINE PHARMACEUTICALS LTD,475,398.12,No Offer Available,General
265,CENTRUM WOMEN 1*30,GLAXOSMITHKLINE PHARMACEUTICALS LTD,495,364.77,No Offer Available,General
266,CEPODEM-200MG TAB 10*10STRIP,SUN PHARMA DISTRIBUTORS LTD (SPDL),1990,1151.37,No Offer Available,General
267,CEPODEM-O TAB 10*10STRIP,SUN PHARMA DISTRIBUTORS LTD (SPDL),2305,1481.79,No Offer Available,General
268,CEPODEM-OD TAB 5*1STRIP,SUN PHARMA DISTRIBUTORS LTD (SPDL),163.5,105.11,No Offer Available,General
269,CEPODEM-XP 325MG TAB  BOX,SUN PHARMA DISTRIBUTORS LTD (SPDL),3640,2340,No Offer Available,General
270,CEROXIM 250MG TAB 10*10STRIP,SUN PHARMA DISTRIBUTORS LTD (SPDL),2390,1536.43,No Offer Available,General
271,CEROXIM 500MG TAB 10*10STRIP,SUN PHARMA DISTRIBUTORS LTD (SPDL),4290,2758.86,No Offer Available,General
272,CETAPIN V 0.2 TAB 15*10STRIP,SANOFI INDIA LIMITED,2113.1,1344.91,No Offer Available,General
273,CETAPIN V 0.3 TAB 15*10STRIP,SANOFI INDIA LIMITED,2127.4,1353.93,No Offer Available,General
274,CETAPIN XR 1000MG 15*10STRIP,SANOFI INDIA LIMITED,67.87,0,No Offer Available,General
275,CETAPIN XR 500MG 20*11STRIP,SANOFI INDIA LIMITED,51.89,0,No Offer Available,General
276,CETGEL CAP 10*30STRIP,UNIVERSAL NUTRISCIENCE PVT.LTD,33,0,No Offer Available,General
277,CETZINE SYP  1*18,GLAXOSMITHKLINE PHARMACEUTICALS LTD,39.65,21.88,No Offer Available,General
278,CHERICOF 12 SUSPENSION 1X60ML,SUN PHARMA DISTRIBUTORS LTD (SPDL),107,68.79,No Offer Available,General
279,CHERICOF JUNIOR 60ML 60ML*1PCS,SUN PHARMA DISTRIBUTORS LTD (SPDL),82,52.71,No Offer Available,General
280,CHERICOF LS SUP 100ML*1PCS,SUN PHARMA DISTRIBUTORS LTD (SPDL),107,61.91,No Offer Available,General
281,CHERICOF SF SYP 100ML*1PCS,SUN PHARMA DISTRIBUTORS LTD (SPDL),107,68.79,No Offer Available,General
282,CHERICOF SYP  60ML 60ML*1PCS,SUN PHARMA DISTRIBUTORS LTD (SPDL),76,44.79,No Offer Available,General
283,CHERICOF SYP 100ML 100ML*1PCS,SUN PHARMA DISTRIBUTORS LTD (SPDL),129,92.14,No Offer Available,General
284,CHIRORAB INJ 1PCS,CHRION,397.62,285.65,No Offer Available,General
285,CHLOROMYCETIN APPLICAPS 50*1Pcs,PFIZER LIMITED,106,62.43,No Offer Available,General
286,CIFRAN 250MG TAB 10*40STRIP,SUN PHARMA DISTRIBUTORS LTD (SPDL),24.5,0,No Offer Available,General
287,CIFRAN 500MG TAB 10*40STRIP,SUN PHARMA DISTRIBUTORS LTD (SPDL),47.48,33.91,No Offer Available,General
288,CIFRAN CT TAB 10*15STRIP,SUN PHARMA DISTRIBUTORS LTD (SPDL),155,0,No Offer Available,General
289,CIFRAN EYE DROP 10ML,SUN PHARMA (MEDICINE HOUSE),17.13,9.1,No Offer Available,General
290,CIFRAN-D EYE DROP 10ML,SUN PHARMA (MEDICINE HOUSE),20.5,9.4,No Offer Available,General
291,CILACAR 10MG 1BOX,CIPLA LTD,2403,738.15,No Offer Available,General
292,CILACAR 20MG 1BOX,CIPLA LTD,1498.9,1005.9,No Offer Available,General
293,CILACAR 5MG TAB 1BOX,CIPLA LTD,964.95,651.45,No Offer Available,General
294,CILACAR-M 10/50 1BOX,CIPLA LTD,1264.1,903,No Offer Available,General
295,CILACAR-M TAB 1BOX,CIPLA LTD,1339.9,747,No Offer Available,General
296,CILACAR-T TAB 1BOX,CIPLA LTD,1293.8,831.8,No Offer Available,General
297,CIPLACTIN PLUS SYP  PCS,CIPLA LTD,119.9,70.07,No Offer Available,General
298,CIPLACTIN TAB 15*100STRIP,CIPLA LTD,59.32,42.37,9+1,General
299,CIPLADINE OINT 10GM 10GM,CIPLA LTD,29.04,16.8,No Offer Available,General
300,CIPLADINE OINT 20GM 20GM,CIPLA LTD,53.84,26.65,No Offer Available,General
301,CIPLAR 10MG TAB 15X100STRIP,CIPLA LTD,22,15.71,No Offer Available,General
302,CIPLAR 40MG TAB 15X100STRIP,CIPLA LTD,54.09,38.64,No Offer Available,General
303,CIPLAR-LA 20MG TAB 1X60,CIPLA LTD,62.41,44.58,No Offer Available,General
304,CIPLAR-LA 40MG TAB 15X60STRIP,CIPLA LTD,119.55,85.39,No Offer Available,General
305,CIPLENZA 400MG TAB  BOX,CIPLA LTD,750,482.14,No Offer Available,General
306,CIPLENZA 800MG TAB  BOX,CIPLA LTD,1600,1028.57,No Offer Available,General
307,Ciplenza 800mg Tablet,CIPLA LTD,24.64,17.6,13+1,General
308,CIPLOX 500MG TAB 10X60STRIP,CIPLA LTD,47.6,34,10+1,General
309,CIPLOX D EYE DROPS 1DROP,CIPLA LTD,26.55,16.22,No Offer Available,General
310,CIPLOX EYE DROPS 1DROP,CIPLA LTD,17.24,10.07,No Offer Available,General
311,CIPLOX-TZ TAB 10X40STRIP,CIPLA LTD,188.7,134.79,5+1,General
312,CLEXANE 40MG/0.4ML INJ 1PCS,SANOFI INDIA LIMITED,4279.4,2905.11,No Offer Available,General
313,CLEXANE 60MG/0.6ML INJ 1PCS,SANOFI INDIA LIMITED,6419.1,4357.66,No Offer Available,General
314,CLINIC PLUS 50ML,OTHER,20,0,No Offer Available,General
315,CLOBETAMIL-G CREAM PCS,P@G,44.77,28.78,No Offer Available,General
316,COBADEX CZS CAP 15X20STRIP,GLAXOSMITHKLINE PHARMACEUTICALS LTD,112.95,80.68,13+1,General
317,COFSILS ORANGE JAR 1JAR,CIPLA LTD,660,353.64,No Offer Available,General
318,COLLAFLEX PRO 12.1GM*10SACHET,UNIVERSAL NUTRISCIENCE PVT.LTD,145,0,No Offer Available,General
319,COLLAFLEX PRO PLUS 6*10STRIP,SANOFI INDIA LIMITED,751,0,No Offer Available,General
320,COLLAFLEX SACHET 10.2GM*10SACHET,UNIVERSAL NUTRISCIENCE PVT.LTD,115,0,No Offer Available,General
321,COLOSPA RETARD CAP 1X10,ABBOTT INDIA LIMITED,529.88,330.75,No Offer Available,General
322,COLOSPA TAB 15X10STRIP,ABBOTT INDIA LIMITED,394.41,0,No Offer Available,General
323,COMBIFLAM SUP 60ML*1PCS,SANOFI INDIA LIMITED,44.69,31.92,No Offer Available,General
324,COMBIFLAM TAB 20*39STRIP,SANOFI INDIA LIMITED,50.65,36.18,No Offer Available,General
325,COMBUNEX 800 TAB 10*12STRIP,LUPIN LIMITED,127,90.8,No Offer Available,General
326,COMBUTOL 1000MG TAB 10*12STRIP,LUPIN LIMITED,159.2,0,No Offer Available,General
327,COMBUTOL 200MG TAB 10*12STRIP,LUPIN LIMITED,11.95,8.54,No Offer Available,General
328,COMBUTOL 400MG TAB 10*12STRIP,LUPIN LIMITED,27.4,19.59,No Offer Available,General
329,COMBUTOL 600MG TAB 10*12STRIP,LUPIN LIMITED,42.8,30.6,No Offer Available,General
330,COMBUTOL 800MG TAB 10*30STRIP,LUPIN LIMITED,52.05,37.22,No Offer Available,General
331,COMPLAN CREAMY CLASSIC JAR 500GM,ZYDUS WELLNESS,305,222.29,No Offer Available,General
332,COMPLAN JAR 200GM 200GM,ZYDUS WELLNESS,139,101.31,No Offer Available,General
333,COMPLAN K/B BOX PACK 200GM,ZYDUS WELLNESS,140,102.04,No Offer Available,General
334,COMPLAN K/B BOX PACK 500GM,ZYDUS WELLNESS,350,255.09,No Offer Available,General
335,COMPLAN K/B JAR 500GM,ZYDUS WELLNESS,365,266.02,No Offer Available,General
336,COMPLAN KESAR BADAM 500GM,ZYDUS WELLNESS,350,255.09,No Offer Available,General
337,COMPLAN R/C BOX PACK 200GM,ZYDUS WELLNESS,129,94.02,No Offer Available,General
338,COMPLAN R/C BOX PACK 500GM,ZYDUS WELLNESS,319,232.49,No Offer Available,General
339,COMPLAN R/C JAR 500GM,ZYDUS WELLNESS,319,232.49,No Offer Available,General
340,COMPLAN SACHET 60GM 60GM,ZYDUS WELLNESS,20,13.99,No Offer Available,General
341,COMPLAN SACHET 75GM 75GM,ZYDUS WELLNESS,30,20.98,No Offer Available,General
342,COMPLAN-JAR 1KG 1KG,ZYDUS WELLNESS,599,436.56,No Offer Available,General
343,CONTRACTUBEX GEL 20GM,WIN MEDICARE,1489,942.85,No Offer Available,General
344,CONTRAMAL 100MG INJ 1X25,ABBOTT HEATHCARE LIMITED,26.38,18.84,No Offer Available,General
345,CONTRAMAL-DT 50MG TAB 1*5STRIP,ABBOTT HEATHCARE LIMITED,108.64,77.6,No Offer Available,General
346,CONTRAMAL-SR 100MG TAB 1*3STRIP,ABBOTT HEATHCARE LIMITED,338.93,242.09,No Offer Available,General
347,COOL PACK-LARGE 1*1,FLAMINGO,525,0,No Offer Available,General
348,COQ 300MG CAP 15*1STRIP,UNIVERSAL NUTRISCIENCE PVT.LTD,1815,1096.39,No Offer Available,General
349,COQ CAPS 10*10STRIP,UNIVERSAL NUTRISCIENCE PVT.LTD,3943.4,2509.65,No Offer Available,General
350,COQ FORTE 10*3STRIP,UNIVERSAL NUTRISCIENCE PVT.LTD,2421,1540.81,No Offer Available,General
351,COQ-LC TAB 1X10TAB,UNIVERSAL NUTRISCIENCE PVT.LTD,964,582.32,No Offer Available,General
352,CORCIUM HD TAB 10*10STRIP,LUPIN LIMITED,2530,1404.8,No Offer Available,General
353,CORCIUM K2 TAB 10*10STRIP,LUPIN LIMITED,2360,1195.94,No Offer Available,General
354,CORCIUM PLUS 10*10STRIP,LUPIN LIMITED,2280,1440,No Offer Available,General
355,CORCIUM TAB 10*10STRIP,LUPIN LIMITED,960,630,No Offer Available,General
356,CORDARONE 100 MG 15*20STRIP,EMCURE PHARMACEUTICALS LTD.,2063,1312.94,No Offer Available,General
357,CORDARONE INJ 1X1,SANOFI INDIA LIMITED,413.85,241.86,No Offer Available,General
358,CORDARONE X 200 MG 15X10STRIP,EMCURE PHARMACEUTICALS LTD.,193.37,138.12,No Offer Available,General
359,COREX-DX-100ML 100ML*1Pcs,PFIZER LIMITED,145,83.88,No Offer Available,General
360,COREX-DX-50ML 50ML*1Pcs,PFIZER LIMITED,93,53.8,No Offer Available,General
361,COREX-LS SYP 100ML,PFIZER LIMITED,131,75.78,No Offer Available,General
362,COREX-T SYP 1PCS,PFIZER LIMITED,148,86.74,No Offer Available,General
363,corex-t syp pcs,P@G,114,64.13,No Offer Available,General
364,COSOME COUGH SYP 100ML 100ML*1PCS,P@G,99.88,58.86,No Offer Available,General
365,CPINK DROP 15ML,CIPLA LTD,99.34,57.47,No Offer Available,General
366,CPINK SUS 200ML,CIPLA LTD,259.42,166.77,No Offer Available,General
367,CREMA-ANO 1X20GM,ABBOTT INDIA LIMITED,153.06,98.4,No Offer Available,General
368,CREMADIET DUO POWDER 150GM,ABBOTT HEATHCARE LIMITED,465.85,272.22,No Offer Available,General
369,CREMADIET PLUS POWDER 100GM,ABBOTT HEATHCARE LIMITED,203.5,130.82,No Offer Available,General
370,CREMAFFIN [MF] 225ML 225ML*1PCS,ABBOTT INDIA LIMITED,280.86,183.04,No Offer Available,General
371,CREMAFFIN [MF] 225ML 225ML*1PCS,ABBOTT INDIA LIMITED,259.8,133.6,No Offer Available,General
372,CREMAFFIN PLUS 225ML 225ML*1PCS,ABBOTT INDIA LIMITED,297.8,192.15,No Offer Available,General
373,CREMAGEL 2% 30GM 1X30GM,ABBOTT INDIA LIMITED,254.04,148.47,No Offer Available,General
374,CREMAGEL-H 20GM 1X20GM,ABBOTT INDIA LIMITED,139.15,0,No Offer Available,General
375,CREMAGEL-L GEL 1X30GM,ABBOTT INDIA LIMITED,275,176.79,No Offer Available,General
376,CREMALEX TAB 6*20STRIP,ABBOTT INDIA LIMITED,221.46,151.63,No Offer Available,General
377,CROCIN 120 SUSPENSION 1 PCS,GLAXOSMITHKLINE PHARMACEUTICALS LTD,67.2,49.05,No Offer Available,General
378,CROCIN 240 SUSPENSION 100ML 1 PCS,GLAXOSMITHKLINE PHARMACEUTICALS LTD,105.23,78.29,No Offer Available,General
379,CROCIN 650 TAB 25 STRIPS,GLAXOSMITHKLINE PHARMACEUTICALS LTD,33.6,25,No Offer Available,General
380,CROCIN ADVANCCE TAB 1STRP,GLAXOSMITHKLINE PHARMACEUTICALS LTD,19.93,14.83,No Offer Available,General
381,CROCIN BABY DROPS 15ML 1 PCS,GLAXOSMITHKLINE PHARMACEUTICALS LTD,36.37,24.61,No Offer Available,General
382,CYNOMYCIN  50MG CAP 6*10STRIP,PFIZER LIMITED,2102,1200,No Offer Available,General
383,CYNOMYCIN 100MG CAP 6*10STRIP,PFIZER LIMITED,6356.64,3700,No Offer Available,General
384,CYPON SYP 200ML 1 PCS,GENO,136,88.57,No Offer Available,General
385,CZ3 TAB  1BOX,LUPIN LIMITED,920,468,No Offer Available,General
386,D.COLD TAB 6X12,RECKITT BENCKISER INDIA PVT.LTD.,186.96,0,No Offer Available,General
387,DALACIN C 300MG 10*2STRIP,PFIZER LIMITED,297.6,244.35,No Offer Available,General
388,DALACIN-C 300MG INJ 2ML,PFIZER PRODUCTS (I) PVT. LTD.,127.2,96.07,No Offer Available,General
389,DALACIN-C 600MG INJ 4ML,PFIZER PRODUCTS (I) PVT. LTD.,412.83,191.85,No Offer Available,General
390,DAONIL TAB 30*20STRIP,SANOFI INDIA LIMITED,53.62,0,No Offer Available,General
391,DAPSONE TAB 1000*1CC,GLAXOSMITHKLINE PHARMACEUTICALS LTD,416.94,256.94,No Offer Available,General
392,DAXID 100MG TAB 15*20STRIP,PFIZER LIMITED,294.33,211.92,No Offer Available,General
393,DAXID 25MG TAB 15*20STRIP,PFIZER LIMITED,1275.8,807.86,No Offer Available,General
394,DAXID 50MG TAB 15*20STRIP,PFIZER LIMITED,159.23,114.65,No Offer Available,General
395,DEPAKOTE 250MG TAB 1X10,SANOFI INDIA LIMITED,163.35,103.96,No Offer Available,General
396,DEPAKOTE 500MG TAB 1X10,SANOFI INDIA LIMITED,281.65,179.25,No Offer Available,General
397,DEPAKOTE-XR 250MG TAB 1X10,SANOFI INDIA LIMITED,161.79,102.97,No Offer Available,General
398,DEPAKOTE-XR 500MG TAB 1X10,SANOFI INDIA LIMITED,324.12,206.28,No Offer Available,General
399,DEPO 1ML VIAL  1VIAL,PFIZER LIMITED,70.53,54,No Offer Available,General
400,DEPURA 60K 5ML*4SOLUTION,SANOFI INDIA LIMITED,459.72,292.57,No Offer Available,General
401,DEPURA KID 15ML*1DROP,SANOFI INDIA LIMITED,202.87,129.11,No Offer Available,General
402,DERMOCALM LOTION 50ML  1PIC,GLAXOSMITHKLINE PHARMACEUTICALS LTD,111.15,71.45,No Offer Available,General
403,DERMOCLAM LOTION 100ML 1LOTIO,GLAXOSMITHKLINE PHARMACEUTICALS LTD,246.6,158.53,No Offer Available,General
404,DETTOL ANTISEPTIC CREAM 30GM,RECKITT BENCKISER INDIA PVT.LTD.,60,0,No Offer Available,General
405,DETTOL BAND AID 1BOX,RECKITT BENCKISER INDIA PVT.LTD.,250,176.46,No Offer Available,General
406,DETTOL HAND SANITIZER (200ML) 200ML,RECKITT BENCKISER INDIA PVT.LTD.,100,67.92,No Offer Available,General
407,DETTOL HAND SANITIZER (50ML) 50ML,RECKITT BENCKISER INDIA PVT.LTD.,25,16.99,No Offer Available,General
408,DETTOL HAND WASH (100ML) 100ML,RECKITT BENCKISER INDIA PVT.LTD.,30,20.98,No Offer Available,General
409,DETTOL HAND WASH (675ML) 1PCS,RECKITT BENCKISER INDIA PVT.LTD.,99,69.78,No Offer Available,General
410,DETTOL HAND WASH (ORIGINAL) 200ML,RECKITT BENCKISER INDIA PVT.LTD.,99,69.99,No Offer Available,General
411,DETTOL HAND WASH (SKIN CARE) 200ML,RECKITT BENCKISER INDIA PVT.LTD.,99,69.99,No Offer Available,General
412,DETTOL LIQUID (125ML) 125ML,RECKITT BENCKISER INDIA PVT.LTD.,80.52,58.36,No Offer Available,General
413,DETTOL LIQUID (1LTR) 1LTR,RECKITT BENCKISER INDIA PVT.LTD.,401,290.62,No Offer Available,General
414,DETTOL LIQUID (250ML) 250ML,RECKITT BENCKISER INDIA PVT.LTD.,140.54,101.62,No Offer Available,General
415,DETTOL LIQUID (550ML) 550ML,RECKITT BENCKISER INDIA PVT.LTD.,235.46,170.65,No Offer Available,General
416,DETTOL LIQUID (5LTR) 5LTR,RECKITT BENCKISER INDIA PVT.LTD.,1986.31,1439.55,No Offer Available,General
417,DETTOL LIQUID (60ML) 60ML,RECKITT BENCKISER INDIA PVT.LTD.,40.24,29.16,No Offer Available,General
418,DETTOL SHAVING CREAM 60GM,RECKITT BENCKISER INDIA PVT.LTD.,85,58.87,No Offer Available,General
419,DETTOL SOAP (100GM) 1X5,RECKITT BENCKISER INDIA PVT.LTD.,165,118.81,No Offer Available,General
420,DETTOL SOAP (125GM) 1X4,RECKITT BENCKISER INDIA PVT.LTD.,250,180.05,No Offer Available,General
421,DETTOL SOAP (150GM) 1X4,RECKITT BENCKISER INDIA PVT.LTD.,199,143.29,No Offer Available,General
422,DETTOL SOAP (40GM) 1X40GM,RECKITT BENCKISER INDIA PVT.LTD.,10,7.34,No Offer Available,General
423,DETTOL SOAP (75GM) (NEW) 1X5,RECKITT BENCKISER INDIA PVT.LTD.,165,119.08,No Offer Available,General
424,DETTOL SOAP (75GM) 1X4,RECKITT BENCKISER INDIA PVT.LTD.,150,108.03,No Offer Available,General
425,DEXASONE INJ  2ML,GENREL,10.46,4.77,No Offer Available,General
426,DEXORANGE 60ML DROP PAEDIATRIC 1X60ML,FRANCO INDIAN PHARMACEUTICALS PVT. LTD.,88.5,63.22,No Offer Available,General
427,DEXORANGE SYRUP 200ML 1X200ML,FRANCO INDIAN PHARMACEUTICALS PVT. LTD.,192,137.14,No Offer Available,General
428,DIAMOX TAB  1BOX,PFIZER LIMITED,2065.68,1450,No Offer Available,General
429,DICLOMOL SP TAB 10*10STRIP,WIN MEDICARE,103.9,0,No Offer Available,General
430,DICLOMOL TAB 10*10STRIP,WIN MEDICARE,102.5,73.21,No Offer Available,General
431,DIGECAINE SUP 1PIC,ABBOTT HEATHCARE LIMITED,214.91,128.23,No Offer Available,General
432,DIGENE GEL MINT 200ML,ABBOTT INDIA LIMITED,168.36,120.26,No Offer Available,General
433,DIGENE GEL ORANGE 200ML,ABBOTT INDIA LIMITED,168.36,97.41,No Offer Available,General
434,DIGENE GEL STICK 5X10ML 5*10ML,ABBOTT INDIA LIMITED,34.65,27.21,No Offer Available,General
435,CZ3 TAB  1BOX,ABBOTT INDIA LIMITED,57,0,No Offer Available,General
436,DIGENE TAB MINT 15*20STRIP,ABBOTT INDIA LIMITED,531,18.96,No Offer Available,General
437,DIGENE TAB MIXED FRUIT 15X20STRIPS,ABBOTT INDIA LIMITED,24.14,17.24,No Offer Available,General
438,DIGENE TAB ORANGE 15*20STRIP,ABBOTT INDIA LIMITED,26.55,18.96,No Offer Available,General
439,DIGERAFT PLUS SYP 150ML,ABBOTT INDIA LIMITED,195,127.86,No Offer Available,General
440,DIGERAFT SYP 150ML,ABBOTT INDIA LIMITED,199.65,142.61,No Offer Available,General
441,DILO DX SYP  1BOX,GLAXOSMITHKLINE PHARMACEUTICALS LTD,68.8,39.81,No Offer Available,General
442,DISPRIN-REGULAR TAB 10X12STRIPS,RECKITT BENCKISER INDIA PVT.LTD.,7.5,0,No Offer Available,General
443,DISPRIN-SOLUBLE TAB 10X12STRIPS,RECKITT BENCKISER INDIA PVT.LTD.,4.7,3.36,No Offer Available,General
444,DISTACLOR CD 375MG TAB 10*3STRIP,FK,1653,1062.99,No Offer Available,General
445,DISTACLOR CD 750MG TAB 6*1STRIP,FK,645,415.05,No Offer Available,General
446,DOLAMIDE TAB 10*20STRIP,SUN PHARMA (MEDICINE HOUSE),1048,300,No Offer Available,General
447,DOLO 250 SYP 1*250ML,MICRO LABS LIMITED,45.02,32.16,7+1,General
448,DOLO 500MG TAB 1BOX,FE,14.95,10.68,No Offer Available,General
449,DOLO 650MG TAB 15X32STRIP,FE,33.6,24,7+1,General
450,DOLONEX AMP 2ML*45AMP,PFIZER LIMITED,64,46.08,6+1,General
451,DOLONEX DT TAB 15*30STRIP,PFIZER LIMITED,237,169.28,9+1,General
452,DOMPAN TAB  1BOX,MEDLAY LTD,990,464.3,No Offer Available,General
453,DORFREE MR 4 TAB 10*10STRIP,LUPIN LIMITED,2325,1270,No Offer Available,General
454,DORFREE MR 8 TAB 10*10STRIP,LUPIN LIMITED,3189.5,1542.86,No Offer Available,General
455,DROTIN AMP 2ML*10AMPOULES,WALTER BUSHNELL,258.4,153.1,No Offer Available,General
456,DROTIN DS TAB 15*30STRIP,WALTER BUSHNELL,5565,2839.29,No Offer Available,General
457,DROTIN M TAB 10*25STRIP,WALTER BUSHNELL,4403.5,2366.07,No Offer Available,General
458,DROTIN PLUS TAB 10*25STRIP,WALTER BUSHNELL,2857.75,1712.25,No Offer Available,General
459,DROTIN TAB 10*25STRIP,WALTER BUSHNELL,3159.3,1919.64,No Offer Available,General
460,D-SOL DROP 30ML,CIPLA LTD,87.69,50.73,No Offer Available,General
461,d-sol drop 30ml ,ZYDUS WELLNESS,0,0,No Offer Available,General
462,DUET 228.5DS 30ML*1PCS,LUPIN LIMITED,56.6,32,No Offer Available,General
463,DUET 375MG TAB 10*10STRIP,LUPIN LIMITED,2042,1310,No Offer Available,General
464,DUET 457MG TAB 10*10STRIP,LUPIN LIMITED,138.5,80,No Offer Available,General
465,DUET 625MG TAB 10*10STRIP,LUPIN LIMITED,1827.5,979.02,No Offer Available,General
466,DULCOFLEX ADULT 10REP*3STRIP,SANOFI INDIA LIMITED,610.65,0,No Offer Available,General
467,DULCOFLEX CHILD 10REP*3STRIP,SANOFI INDIA LIMITED,167.49,0,No Offer Available,General
468,DULCOFLEX TAB 10*45STRIP,SANOFI INDIA LIMITED,12.99,9.74,44+1,General
469,DUOLIN FORTE ROTACAP 1X30CAP,CIPLA LTD,181.39,116.61,No Offer Available,General
470,DUOLIN INHELAR 200MD*1PCS,CIPLA LTD,412.76,265.35,No Offer Available,General
471,DUOLIN REPSULES 3ML 3ML*40RESPULS,CIPLA LTD,997.6,0,No Offer Available,General
472,DUOLIN ROTACAP 60*1PCS,CIPLA LTD,216.84,139.4,No Offer Available,General
473,DUOPIL 2MG TAB 10*10STRIP,ARISTO PHARMACEUTICALS PVT LTD,830,493.57,No Offer Available,General
474,DUOZ RESPULES 8X5,SUN PHARMA DISTRIBUTORS LTD (SPDL),1400,500.04,No Offer Available,General
475,DUPHALAC 450ML 450ML,ABBOTT INDIA LIMITED,581.17,406.88,No Offer Available,General
476,DUPHALAC SYP  (BIG) 250ML,ABBOTT INDIA LIMITED,322.87,246,No Offer Available,General
477,DUPHALAC SYP  (SMALL) 150ML,ABBOTT INDIA LIMITED,193.72,147.6,No Offer Available,General
478,DUPHASTON TAB 10*10STRIP,ABBOTT INDIA LIMITED,874.5,478.37,No Offer Available,General
479,DUREX AIR 1X10,RECKITT BENCKISER INDIA PVT.LTD.,269,174.85,No Offer Available,General
480,DUREX AIR 1X3,RECKITT BENCKISER INDIA PVT.LTD.,90,58.5,No Offer Available,General
481,DUREX EXTRA DOTS 1X10,RECKITT BENCKISER INDIA PVT.LTD.,269,174.85,No Offer Available,General
482,DUREX EXTRA DOTS 1X3,RECKITT BENCKISER INDIA PVT.LTD.,90,54.29,No Offer Available,General
483,DUREX EXTRA RIBBED 1X10,RECKITT BENCKISER INDIA PVT.LTD.,269,162.25,No Offer Available,General
484,DUREX EXTRA RIBBED 1X3,RECKITT BENCKISER INDIA PVT.LTD.,90,56.5,No Offer Available,General
485,DUREX EXTRA THIN (BUBBLEGUM) 1X10,RECKITT BENCKISER INDIA PVT.LTD.,150,85.71,No Offer Available,General
486,DUREX EXTRA THIN (BUBBLEGUM) 1X3,RECKITT BENCKISER INDIA PVT.LTD.,50,28.57,No Offer Available,General
487,DUREX EXTRA THIN (CHOCOLATE) 1X10,RECKITT BENCKISER INDIA PVT.LTD.,150,85.71,No Offer Available,General
488,DUREX EXTRA THIN (CHOCOLATE) 1X3,RECKITT BENCKISER INDIA PVT.LTD.,50,28.57,No Offer Available,General
489,DUREX EXTRA THIN (FLVRS) 1X9X3,RECKITT BENCKISER INDIA PVT.LTD.,450,257.14,No Offer Available,General
490,DUREX EXTRA THIN (STRABERRY) 1X10,RECKITT BENCKISER INDIA PVT.LTD.,150,85.71,No Offer Available,General
491,DUREX EXTRA THIN (STRABERRY) 1X3,RECKITT BENCKISER INDIA PVT.LTD.,50,28.57,No Offer Available,General
492,DUREX EXTRA THIN 1X10,RECKITT BENCKISER INDIA PVT.LTD.,269,168.87,No Offer Available,General
493,DUREX EXTRA THIN 1X3,RECKITT BENCKISER INDIA PVT.LTD.,90,54.29,No Offer Available,General
494,DUREX EXTRA TIME 1X10,RECKITT BENCKISER INDIA PVT.LTD.,269,166.52,No Offer Available,General
495,DUREX EXTRA TIME 1X3,RECKITT BENCKISER INDIA PVT.LTD.,99,56.5,No Offer Available,General
496,DUREX INTENSE 1X10,RECKITT BENCKISER INDIA PVT.LTD.,440,265.4,No Offer Available,General
497,DUREX INTENSE 1X3,RECKITT BENCKISER INDIA PVT.LTD.,157,94.7,No Offer Available,General
498,DUREX INVISIBLE 1X10,RECKITT BENCKISER INDIA PVT.LTD.,440,265.4,No Offer Available,General
499,DUREX INVISIBLE 1X3,RECKITT BENCKISER INDIA PVT.LTD.,143,94.7,No Offer Available,General
500,DUREX LUBE (CHERRY) 1X50ML,RECKITT BENCKISER INDIA PVT.LTD.,525,300.67,No Offer Available,General
501,DUREX LUBE (GUARANA) 1X200ML,RECKITT BENCKISER INDIA PVT.LTD.,699,396.22,No Offer Available,General
502,DUREX LUBE (SENSUAL) 1X200ML,RECKITT BENCKISER INDIA PVT.LTD.,699,396.22,No Offer Available,General
503,DUREX LUBE (STRABERRY) 1X50ML,RECKITT BENCKISER INDIA PVT.LTD.,525,300.67,No Offer Available,General
504,DUREX MUTUAL CLIMAX 1X10,RECKITT BENCKISER INDIA PVT.LTD.,396,238.86,No Offer Available,General
505,DUREX MUTUAL CLIMAX 1X3,RECKITT BENCKISER INDIA PVT.LTD.,132,79.62,No Offer Available,General
506,DUREX PLAY VIBRATING RING 1X6,RECKITT BENCKISER INDIA PVT.LTD.,799,478.53,No Offer Available,General
507,DUVADILAN INJ.5 MG 2ML*6AMP,ABBOTT INDIA LIMITED,197.58,129.68,No Offer Available,General
508,DUVADILAN RETARD 10*10STRIP,ABBOTT INDIA LIMITED,184.43,115,No Offer Available,General
509,DUVADILAN TAB 50*10STRIP,ABBOTT INDIA LIMITED,222.03,158.59,No Offer Available,General
510,DVION PEARL 1X2,P@G,268.8,172.8,No Offer Available,General
511,DYDROLADY TAB 1X10,CIPLA LTD,4300,2487.87,No Offer Available,General
